,Name,Nationality,National_Position,National_Kit,Club,Club_Position,Club_Kit,Club_Joining,Contract_Expiry,Rating,Height,Weight,Preffered_Foot,Birth_Date,Age,Preffered_Position,Work_Rate,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
10,Luisinho,Portugal,,,La Coruna,LB,16.0,8/13/2013,2018.0,76,175 cm,62 kg,Left,5/5/1985,31,LB/LM,High / Medium,3,2,77,77,70,79,78,82,74,66,75,64,60,76,77,68,73,68,73,57,77,72,51,65,59,49,53,67,59,51,45,8,8,13,8,12
11,Joselu,Spain,,,La Coruna,Sub,7.0,7/1/2015,2019.0,76,192 cm,80 kg,Right,3/27/1990,27,ST,Medium / Medium,3,3,76,75,17,15,24,57,74,78,19,68,53,58,70,49,65,67,68,76,53,69,61,81,78,74,73,76,71,72,75,15,11,8,11,7
12,Albentosa,Spain,,,La Coruna,RCB,6.0,7/9/2016,2020.0,75,194 cm,89 kg,Right,9/1/1988,28,CB,Medium / Medium,3,2,55,32,75,64,80,84,71,30,74,42,59,41,64,63,32,47,67,92,26,36,68,73,54,51,31,32,45,42,66,12,12,11,15,11
13,Arribas,Spain,,,La Coruna,Sub,14.0,7/1/2015,2018.0,75,182 cm,74 kg,Right,5/1/1989,27,CB,Medium / Medium,2,2,68,48,74,73,75,81,70,26,77,40,61,57,70,58,53,60,65,78,61,54,83,71,45,44,15,40,32,37,14,9,12,7,15,16
14,Przemysław Tytoń,Poland,,,La Coruna,Sub,13.0,7/1/2016,2019.0,75,194 cm,85 kg,Right,1/4/1987,30,GK,Medium / Medium,2,1,20,15,14,14,17,32,78,13,22,35,55,10,32,32,51,49,31,71,40,48,65,14,22,14,14,13,12,22,13,75,72,74,71,78
15,Bruno Gama,Portugal,,,La Coruna,Sub,21.0,7/1/2016,2018.0,75,176 cm,74 kg,Right,11/15/1987,29,RM/LM,Medium / Low,4,3,75,80,35,38,46,58,73,74,42,61,76,83,74,79,78,71,67,57,69,77,59,46,65,66,75,83,76,71,66,10,15,9,13,9
16,Germán Lux,Argentina,,,La Coruna,GK,1.0,7/1/2011,2017.0,75,186 cm,77 kg,Right,6/7/1982,34,GK,Medium / Medium,2,1,35,11,15,14,13,45,75,11,17,49,43,12,12,29,29,32,43,72,55,56,68,13,12,13,11,13,12,12,12,75,74,78,69,78
17,Fernando Navarro,Spain,,,La Coruna,Sub,3.0,7/1/2015,2017.0,75,176 cm,70 kg,Left,6/25/1982,34,LB/CB,Medium / Medium,3,2,70,64,82,80,79,76,78,59,77,56,81,71,70,65,57,61,73,74,67,60,69,65,68,36,62,71,62,33,58,13,7,13,6,6
18,Laure,Spain,,,La Coruna,Sub,15.0,1/1/2008,2018.0,74,166 cm,68 kg,Right,3/22/1985,32,RB/LB,High / Medium,3,2,72,63,71,76,72,68,74,44,78,56,62,73,67,63,77,75,74,57,89,74,77,55,68,44,26,61,39,48,54,8,9,15,6,11
19,Ola John,Netherlands,,,La Coruna,Sub,24.0,7/1/2012,2019.0,73,178 cm,79 kg,Right,5/19/1992,24,LM/RM,Medium / Low,4,4,76,80,18,19,23,37,62,64,31,68,63,72,71,65,87,84,44,63,74,83,61,49,77,66,64,75,69,62,60,12,14,12,13,16
20,Alex Bergantiños,Spain,,,La Coruna,RDM,4.0,7/1/2011,2018.0,73,177 cm,73 kg,Right,6/7/1985,31,CDM/CB,Medium / Medium,3,2,67,58,70,67,76,74,72,56,79,70,65,49,71,69,54,53,75,77,68,61,73,61,60,36,51,59,50,58,46,9,12,11,10,13
21,Marlos Moreno,Colombia,,,La Coruna,Sub,9.0,8/6/2016,2021.0,71,173 cm,67 kg,Right,9/20/1996,20,LM/ST,High / High,3,4,69,76,19,29,27,38,67,69,19,72,52,60,69,57,87,88,62,54,83,86,76,34,81,64,51,44,35,51,47,9,6,13,14,8
22,Davy Roef,Belgium,,,La Coruna,Sub,25.0,7/1/2011,2020.0,70,187 cm,85 kg,Right,2/6/1994,23,GK,Medium / Medium,3,1,35,18,20,18,11,28,63,11,12,41,66,11,48,46,53,48,37,73,49,45,65,11,40,14,12,11,19,30,14,65,74,66,71,72
23,Óscar Pinchi,Spain,,,La Coruna,Res,28.0,7/1/2015,2017.0,69,173 cm,62 kg,Right,1/17/1996,21,LW/ST,Medium / Medium,3,3,74,74,35,34,39,39,52,61,45,57,56,70,69,59,69,68,56,53,79,72,58,44,65,77,70,61,44,47,55,12,5,6,12,13
24,Nacho Monsalve,Spain,,,La Coruna,Res,26.0,7/19/2016,2020.0,66,178 cm,74 kg,Right,4/27/1994,22,CB/LB,Medium / Medium,3,2,57,41,69,72,67,60,58,47,66,35,43,57,55,46,53,59,60,64,65,36,82,59,37,21,20,48,25,37,26,9,9,16,15,6
25,Manu Molina,Spain,,,La Coruna,Res,27.0,10/11/2016,2017.0,66,178 cm,72 kg,Right,11/20/1991,25,CM/CAM,Medium / Medium,3,2,63,57,38,40,48,62,68,67,52,71,57,58,72,67,63,62,70,54,71,68,64,37,59,54,67,64,63,63,57,8,11,9,11,12
26,Hugo Rama,Spain,,,La Coruna,Res,32.0,7/1/2015,2017.0,65,180 cm,75 kg,Right,11/22/1996,20,CAM/CM,Medium / Medium,3,3,70,66,34,45,55,39,53,64,49,68,52,61,69,73,63,59,55,49,66,60,33,39,51,39,70,41,40,47,67,12,12,6,13,7
27,Borja Domingo,Spain,,,La Coruna,Res,39.0,7/1/2015,2017.0,65,180 cm,75 kg,Right,2/15/1996,21,ST,Medium / Medium,3,3,65,69,12,19,11,26,69,64,17,48,47,32,52,41,55,52,52,56,65,57,67,65,66,67,64,38,28,61,62,13,11,9,13,14
28,Àlex Corredera,Spain,,,La Coruna,Res,31.0,7/1/2015,2017.0,65,181 cm,72 kg,Left,3/19/1996,21,CAM/CM,Medium / Medium,3,3,67,65,34,46,49,46,54,63,26,60,49,52,76,78,55,56,45,53,65,61,54,55,59,59,51,81,68,59,53,14,10,15,11,8
29,Edu Expósito,Spain,,,La Coruna,Res,37.0,7/20/2015,2017.0,64,179 cm,67 kg,Right,8/1/1996,20,CAM,Medium / Medium,3,3,65,66,26,38,39,58,66,62,40,55,41,36,71,54,66,54,55,44,70,63,54,46,74,60,63,34,40,42,36,6,9,8,15,8
30,Queijeiro,Spain,,,La Coruna,Res,30.0,7/1/2013,2017.0,62,177 cm,65 kg,Right,2/25/1993,24,CM,High / Medium,3,3,63,62,42,49,46,46,58,55,51,58,57,44,77,71,59,56,34,38,75,60,52,43,48,39,50,48,44,45,46,9,16,11,9,10
31,Jardel,Portugal,,,La Coruna,Res,29.0,7/1/2015,2018.0,61,185 cm,77 kg,Right,9/20/1997,19,ST/RM,Medium / Medium,4,3,61,63,23,26,21,32,52,58,22,45,50,56,58,49,67,70,53,63,62,56,52,51,60,66,58,43,45,50,55,8,8,14,6,9
32,Borja Galán,Spain,,,La Coruna,Res,36.0,7/15/2016,2017.0,61,180 cm,76 kg,Right,4/26/1993,23,ST,High / Low,2,3,63,58,15,10,16,45,52,58,16,43,45,46,51,40,56,66,63,61,67,44,66,59,70,62,59,42,43,62,53,5,13,9,10,13
